id,type,label,data
claim:0230,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0230"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3000-3250:Sheet: Scenario_Drivers — Standalone Upside Firm EBITDA row"",""statement"":""Firm EBITDA is modeled at $3.2116mm for the first modeled period under the Standalone Upside scenario in the Keystone LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""3.2116""}"
claim:0231,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0231"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3500-3750:Sheet: Scenario_Drivers — AP / annualized revenue"",""statement"":""Accounts payable is modeled at 5.5% of annualized revenue in the LBO scenario."",""type"":""claim"",""unit"":""%"",""value"":""0.055""}"
claim:0232,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0232"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3500-3750:Sheet: Scenario_Drivers — Accruals / annualized revenue"",""statement"":""Accruals are modeled at 7.5% of annualized revenue in the LBO scenario."",""type"":""claim"",""unit"":""%"",""value"":""0.075""}"
claim:0233,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0233"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3500-3750:Sheet: Scenario_Drivers — Deferred revenue / annualized revenue"",""statement"":""Deferred revenue is modeled at 1.2% of annualized revenue in the LBO scenario."",""type"":""claim"",""unit"":""%"",""value"":""0.012""}"
claim:0234,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0234"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3500-3750:Sheet: Scenario_Drivers — Capex / revenue"",""statement"":""Capital expenditure is modeled at 1.6% of revenue in the LBO scenario."",""type"":""claim"",""unit"":""%"",""value"":""0.016""}"
claim:0235,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0235"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4500-4750:Sheet: Scenario_Drivers, Acquisition Base Revenue row, first value"",""statement"":""Acquisition Base Revenue is modeled at $19.795 million in the first modeled period."",""type"":""claim"",""unit"":""$m"",""value"":""19.795""}"
claim:0236,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0236"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4500-4750:Sheet: Scenario_Drivers, Acquisition Base Gross margin row, first value"",""statement"":""Acquisition Base Gross Margin is modeled at 36.2% in the opening period."",""type"":""claim"",""unit"":""%"",""value"":""0.362""}"
claim:0237,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0237"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4250-4500:Sheet: Scenario_Drivers, Covenant limit row"",""statement"":""LBO model scenario drivers assume a covenant limit of 4.25x for FY2026E."",""type"":""claim"",""unit"":""x"",""value"":""4.25""}"
claim:0238,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0238"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4250-4500:Sheet: Scenario_Drivers, Covenant limit row"",""statement"":""LBO model scenario drivers assume a covenant limit of 4.0x for FY2027E."",""type"":""claim"",""unit"":""x"",""value"":""4.0""}"
claim:0239,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0239"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4250-4500:Sheet: Scenario_Drivers, Covenant limit row"",""statement"":""LBO model scenario drivers assume a covenant limit of 3.75x for FY2028E."",""type"":""claim"",""unit"":""x"",""value"":""3.75""}"
claim:0240,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0240"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4250-4500:Sheet: Scenario_Drivers, Covenant limit row"",""statement"":""LBO model scenario drivers assume a covenant limit of 3.5x for FY2029E and beyond."",""type"":""claim"",""unit"":""x"",""value"":""3.5""}"
period:fy2029e,period,FY2029E,"{""id"":""period:fy2029e"",""label"":""FY2029E"",""type"":""period""}"
claim:0241,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from LBO model Scenario_Drivers output — not a user computation"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0241"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4750-5000:keystone-model-part3.md::Sheet: Scenario_Drivers:w4750-5000 — Firm EBITDA row, column 1"",""statement"":""Firm EBITDA for FY2025A is $3.09m per LBO model Scenario_Drivers sheet."",""type"":""claim"",""unit"":""$m"",""value"":""3.08802""}"
claim:0242,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from LBO model Scenario_Drivers output — not a user computation"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0242"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4750-5000:keystone-model-part3.md::Sheet: Scenario_Drivers:w4750-5000 — Firm EBITDA row, final column"",""statement"":""Firm EBITDA for FY2030E is $5.54m per LBO model Scenario_Drivers sheet, representing projected growth."",""type"":""claim"",""unit"":""$m"",""value"":""5.535789770713484""}"
claim:0243,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from model assumption row"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0243"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4750-5000:keystone-model-part3.md::Sheet: Scenario_Drivers:w4750-5000 — One-time charges row"",""statement"":""One-time charges of $1.0m are projected for FY2027E in the Scenario_Drivers model."",""type"":""claim"",""unit"":""$m"",""value"":""1.0""}"
claim:0244,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from model assumption row"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0244"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w4750-5000:keystone-model-part3.md::Sheet: Scenario_Drivers:w4750-5000 — DSO row"",""statement"":""Days Sales Outstanding (DSO) is modeled at 64 days for FY2025A, declining to 60 days by FY2030E."",""type"":""claim"",""unit"":""days"",""value"":""64.0""}"
claim:0245,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0245"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w5500-5750:Sheet: Scenario_Drivers, DDTL draw row, columns w5500-5750"",""statement"":""DDTL draw modeled at $6 million in one scenario and $4 million in another scenario within LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""6.0""}"
claim:0246,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0246"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w5500-5750:Sheet: Scenario_Drivers, Sponsor equity contribution row, columns w5500-5750"",""statement"":""Sponsor equity contribution modeled at $5 million in LBO model scenario."",""type"":""claim"",""unit"":""$m"",""value"":""5.0""}"
claim:0247,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0247"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w5000-5250:keystone-model-part3.md::Sheet: Scenario_Drivers — Deferred revenue / annualized revenue"",""statement"":""Deferred revenue is modeled at 1.2% of annualized revenue in the Keystone LBO model Scenario_Drivers sheet."",""type"":""claim"",""unit"":""%"",""value"":""0.012""}"
author:keystone_lbo_model,author,Keystone LBO model,"{""id"":""author:keystone_lbo_model"",""label"":""Keystone LBO model"",""type"":""author""}"
claim:0248,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0248"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w5000-5250:keystone-model-part3.md::Sheet: Scenario_Drivers — AP / annualized revenue"",""statement"":""Accounts payable is modeled at 5.5% of annualized revenue in the Keystone LBO model Scenario_Drivers sheet."",""type"":""claim"",""unit"":""%"",""value"":""0.055""}"
claim:0249,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0249"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w5000-5250:keystone-model-part3.md::Sheet: Scenario_Drivers — Accruals / annualized revenue"",""statement"":""Accruals are modeled at 7.5% of annualized revenue in the Keystone LBO model Scenario_Drivers sheet."",""type"":""claim"",""unit"":""%"",""value"":""0.075""}"
claim:0250,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0250"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w6250-6500:Sheet: Scenario_Drivers — Covenant add-backs row"",""statement"":""Covenant add-backs at opening are $0 million."",""type"":""claim"",""unit"":""$m"",""value"":""0.0""}"
entity:keystone_covenant_definition,entity,Keystone covenant definition,"{""id"":""entity:keystone_covenant_definition"",""label"":""Keystone covenant definition"",""type"":""entity""}"
perimeter:keystone_covenant_definition,perimeter,Keystone covenant definition,"{""id"":""perimeter:keystone_covenant_definition"",""label"":""Keystone covenant definition"",""type"":""perimeter""}"
claim:0251,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0251"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w6250-6500:Sheet: Scenario_Drivers — DSO row"",""statement"":""Days Sales Outstanding (DSO) at opening is 68 days."",""type"":""claim"",""unit"":""days"",""value"":""68.0""}"
claim:0252,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0252"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w6250-6500:Sheet: Scenario_Drivers — WIP / annualized revenue row"",""statement"":""Work-in-progress (WIP) as a percentage of annualized revenue is 7.8% at opening."",""type"":""claim"",""unit"":""%"",""value"":""0.078""}"
claim:0253,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0253"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w6750-7000:Sheet: Scenario_Drivers, Acquisition EV row"",""statement"":""Acquisition EV is $8.4mm in the LBO model scenario drivers."",""type"":""claim"",""unit"":""$m"",""value"":""8.4""}"
claim:0254,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0254"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w6750-7000:Sheet: Scenario_Drivers, Acquisition fees row"",""statement"":""Acquisition fees are modeled at $0.4mm in the LBO scenario."",""type"":""claim"",""unit"":""$m"",""value"":""0.4""}"
claim:0255,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0255"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w6750-7000:Sheet: Scenario_Drivers, Acquired intangibles row"",""statement"":""Acquired intangibles are valued at $3mm in the LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""3.0""}"
claim:0256,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0256"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w6750-7000:Sheet: Scenario_Drivers, Acquired goodwill row"",""statement"":""Acquired goodwill is recorded at $5.75mm in the LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""5.75""}"
claim:0257,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0257"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w7250-7500:Sheet: Scenario_Drivers, Forced revolver target row"",""statement"":""The LBO model specifies a forced revolver target of $4.78 million at a specific scenario point."",""type"":""claim"",""unit"":""$m"",""value"":""4.78""}"
claim:0258,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0258"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w7250-7500:Sheet: Scenario_Drivers, Covenant limit row"",""statement"":""Model covenant limits step down from 4.75x in early years to 3.5x in later periods, reflecting deleveraging trajectory."",""type"":""claim"",""unit"":""x"",""value"":""4.25–4.75""}"
claim:0259,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0259"",""locator"":""keystone-model-part3.md::## Sheet: Debt_Covenants:w0-250:Sheet: Debt_Covenants | Facility Terms | Revolver"",""statement"":""Revolver facility has a commitment of $7.5m with zero opening draw, maturing September 30, 2031, priced at SOFR + 5.00%, with no amortization."",""type"":""claim"",""unit"":""$m"",""value"":""7.5""}"
claim:0260,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0260"",""locator"":""keystone-model-part3.md::## Sheet: Debt_Covenants:w0-250:Sheet: Debt_Covenants | Facility Terms | DDTL"",""statement"":""DDTL facility has a commitment of $10.0m with zero opening draw, maturing March 31, 2032, priced at SOFR + 5.75% with 1.0% annual amortization after draw."",""type"":""claim"",""unit"":""$m"",""value"":""10.0""}"
claim:0261,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0261"",""locator"":""keystone-model-part3.md::## Sheet: Debt_Covenants:w0-250:Sheet: Debt_Covenants | Original Financial Covenants | Total net leverage"",""statement"":""Total net leverage covenant threshold is 4.25x through 2027, tested quarterly, with steps down thereafter."",""type"":""claim"",""unit"":""x"",""value"":""4.25""}"
claim:0262,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0262"",""locator"":""keystone-model-part3.md::## Sheet: Debt_Covenants:w250-500:Debt_Covenants sheet, LTM reported EBITDA row"",""statement"":""LTM reported EBITDA is $9.4m as of the June 30, 2027 compliance certificate reference date."",""type"":""claim"",""unit"":""$m"",""value"":""9.4""}"
period:ltm,period,LTM,"{""id"":""period:ltm"",""label"":""LTM"",""type"":""period""}"
claim:0263,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0263"",""locator"":""keystone-model-part3.md::## Sheet: Debt_Covenants:w250-500:Debt_Covenants sheet, LTM add-backs row"",""statement"":""LTM add-backs total $1.4m, which is subject to a 15% cap of $1.41m."",""type"":""claim"",""unit"":""$m"",""value"":""1.4""}"
claim:0264,claim,,"{""deal"":""keystone"",""derivation"":""LTM reported EBITDA ($9.4m) + LTM add-backs ($1.4m) = $10.8m"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0264"",""locator"":""keystone-model-part3.md::## Sheet: Debt_Covenants:w250-500:Debt_Covenants sheet, LTM covenant EBITDA row"",""statement"":""LTM covenant EBITDA is $10.8m, derived from $9.4m reported EBITDA plus $1.4m add-backs."",""type"":""claim"",""unit"":""$m"",""value"":""10.8""}"
metric:covenant_ebitda,metric,Covenant EBITDA,"{""id"":""metric:covenant_ebitda"",""label"":""Covenant EBITDA"",""type"":""metric""}"
claim:0265,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""contradicts"",""epistemic"":""asserted"",""id"":""claim:0265"",""locator"":""keystone-model-part3.md::## Sheet: Debt_Covenants:w250-500:Debt_Covenants sheet, Total net leverage row"",""statement"":""Total net leverage is 4.7x, exceeding the covenant requirement of 4.25x maximum."",""type"":""claim"",""unit"":""x"",""value"":""4.7""}"
claim:0266,claim,,"{""deal"":""keystone"",""derivation"":""Model calculation: Exit Multiple (9x) × Exit LTM Firm EBITDA ($18.35m) = $165.12m"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0266"",""locator"":""keystone-model-part4.md::## Sheet: Ownership_Returns:w0-250:keystone-model-part4.md::Sheet Ownership_Returns::Standalone Base row"",""statement"":""In Standalone Base case, modeled exit enterprise value is $165.12m."",""type"":""claim"",""unit"":""$m"",""value"":""165.12""}"
claim:0267,claim,,"{""deal"":""keystone"",""derivation"":""Model output from LBO model Ownership_Returns sheet, Standalone Base case showing Gross MOIC"",""direction"":""supports"",""epistemic"":""derived"",""id"":""claim:0267"",""locator"":""keystone-model-part4.md::## Sheet: Ownership_Returns:w0-250:keystone-model-part4.md::Sheet Ownership_Returns::Standalone Base row"",""statement"":""In Standalone Base case, modeled gross multiple on invested capital (MOIC) is 1.996x."",""type"":""claim"",""unit"":""x"",""value"":""1.996""}"
claim:0268,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0268"",""locator"":""keystone-model-part4.md::## Sheet: Ownership_Returns:w250-280:Sheet: Ownership_Returns, After $7.5m amendment contribution row"",""statement"":""An amendment contribution of $7.5 million was made to sponsor equity."",""type"":""claim"",""unit"":""$m"",""value"":""7.5""}"
claim:0269,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0269"",""locator"":""keystone-model-part4.md::## Sheet: Cover:w250-321:Sheet: Cover, Standalone Downside row"",""statement"":""Standalone Downside scenario projects a MOIC of 1.28x."",""type"":""claim"",""unit"":""x"",""value"":""1.28""}"
claim:0270,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0270"",""locator"":""keystone-model-part4.md::## Sheet: Cover:w250-321:Sheet: Cover, Standalone Upside row"",""statement"":""Standalone Upside scenario projects a MOIC of 2.43x."",""type"":""claim"",""unit"":""x"",""value"":""2.43""}"
claim:0271,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0271"",""locator"":""keystone-model-part4.md::## Sheet: Cover:w250-321:Sheet: Cover, Acquisition Base row"",""statement"":""Acquisition Base scenario projects a MOIC of 2.08x."",""type"":""claim"",""unit"":""x"",""value"":""2.08""}"
claim:0272,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0272"",""locator"":""keystone-model-part4.md::## Sheet: Cover:w250-321:Sheet: Cover, Combined Risk row"",""statement"":""Combined Risk scenario projects a MOIC of 1.50x."",""type"":""claim"",""unit"":""x"",""value"":""1.5""}"
claim:0273,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0273"",""locator"":""keystone_ic_memo.md::## Decision requested:keystone_ic_memo.md::Decision requested"",""statement"":""The IC approves acquisition of Alderstone at $108.0m enterprise value as of the investment date."",""type"":""claim"",""unit"":""$m"",""value"":""108.0""}"
source:src-ic,source,SRC-IC,"{""id"":""source:src-ic"",""label"":""SRC-IC"",""type"":""source""}"
author:ic,author,IC,"{""id"":""author:ic"",""label"":""IC"",""type"":""author""}"
claim:0274,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0274"",""locator"":""keystone_ic_memo.md::## Decision requested:keystone_ic_memo.md::Decision requested"",""statement"":""The acquisition is funded with $62.0m of sponsor cash equity at opening."",""type"":""claim"",""unit"":""$m"",""value"":""62.0""}"
claim:0275,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0275"",""locator"":""keystone_ic_memo.md::## Decision requested:keystone_ic_memo.md::Decision requested"",""statement"":""The acquisition is funded with $12.0m of seller rollover equity at opening."",""type"":""claim"",""unit"":""$m"",""value"":""12.0""}"
claim:0276,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0276"",""locator"":""keystone_ic_memo.md::## Decision requested:keystone_ic_memo.md::Decision requested"",""statement"":""The acquisition is funded with $42.8m of first-lien opening debt."",""type"":""claim"",""unit"":""$m"",""value"":""42.8""}"
claim:0277,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0277"",""locator"":""keystone_ic_memo.md::## Audited return profile:Audited return profile table, Standalone Base row"",""statement"":""Sponsor capital deployed in Standalone Base case is $62.0m."",""type"":""claim"",""unit"":""$m"",""value"":""62.0""}"
claim:0278,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0278"",""locator"":""keystone_ic_memo.md::## Audited return profile:Audited return profile table, Standalone Base row"",""statement"":""Gross MOIC in Standalone Base case is 2.00x."",""type"":""claim"",""unit"":""x"",""value"":""2.0""}"
claim:0279,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0279"",""locator"":""keystone_ic_memo.md::## Audited return profile:Audited return profile table, Standalone Base row"",""statement"":""Gross XIRR in Standalone Base case is 14.8%."",""type"":""claim"",""unit"":""%"",""value"":""14.8""}"
claim:0280,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0280"",""locator"":""keystone_ic_memo.md::## Concern block / what must be true:Concern block / what must be true, item 2"",""statement"":""The IC memo attests that the Firm prices the Riverton transaction on $11.4m EBITDA, not seller or covenant EBITDA."",""type"":""claim"",""unit"":""$m"",""value"":""11.4""}"
claim:0281,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0281"",""locator"":""keystone_ic_memo.md::## Concern block / what must be true:Concern block / what must be true, item 8"",""statement"":""The IC memo attests that the investment must work at a 9.0x exit multiple as a condition of approval."",""type"":""claim"",""unit"":""x"",""value"":""9.0""}"
claim:0282,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0282"",""locator"":""keystone_ic_memo.md::## Concern block / what must be true:Concern block / what must be true, item 5"",""statement"":""The IC memo attests that a $2.0m integration program is funded and governed as a condition precedent to deal approval."",""type"":""claim"",""unit"":""$m"",""value"":""2.0""}"
claim:0283,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""contradicts"",""epistemic"":""observed"",""id"":""claim:0283"",""locator"":""keystone_ic_memo.md::## Risk debate - customer concentration:Risk debate - customer concentration"",""statement"":""Ultimate-parent customer concentration is 18.2%, materially above the seller's 7.6% account-level figure for Riverton."",""type"":""claim"",""unit"":""%"",""value"":""18.2""}"
claim:0284,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0284"",""locator"":""keystone_ic_memo.md::## Risk debate - customer concentration:Risk debate - customer concentration"",""statement"":""IC accepted the material customer concentration risk conditional on ultimate-parent (18.2%) basis reporting, monthly monitoring, pre-closing reference call, and change-of-control notice."",""type"":""claim"",""unit"":null,""value"":null}"
metric:ic_conditions,metric,IC Conditions,"{""id"":""metric:ic_conditions"",""label"":""IC Conditions"",""type"":""metric""}"
claim:0285,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0285"",""locator"":""keystone_ic_memo.md::## Risk debate - integration and execution:Risk debate - integration and execution (Challenge paragraph)"",""statement"":""Alderstone has acquired four companies without fully integrating billing, project accounting and customer data; integration failure risk could affect EBITDA and cash."",""type"":""claim"",""unit"":null,""value"":null}"
claim:0286,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0286"",""locator"":""keystone_ic_memo.md::## Risk debate - integration and execution:Risk debate - integration and execution (Deal-team response paragraph)"",""statement"":""Integration program remaining budget is $2.0m with dedicated integration leader to be appointed."",""type"":""claim"",""unit"":""$m"",""value"":""2.0""}"
claim:0287,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0287"",""locator"":""keystone_ic_memo.md::## Risk debate - integration and execution:Risk debate - integration and execution (Deal-team response paragraph)"",""statement"":""A $4.0m board-designated integration and liquidity capacity will be preserved."",""type"":""claim"",""unit"":""$m"",""value"":""4.0""}"
claim:0288,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0288"",""locator"":""keystone_ic_memo.md::## Risk debate - integration and execution:Risk debate - integration and execution (Committee judgement paragraph)"",""statement"":""IC Committee concluded that integration risk is acceptable with governance controls, but central risk is customer disruption and working-capital absorption from execution failure."",""type"":""claim"",""unit"":null,""value"":null}"
claim:0289,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0289"",""locator"":""keystone_ic_memo.md::## Vote and conclusion:Vote and conclusion — Vote table"",""statement"":""The Investment Committee voted 4 Approve and 1 Reject on Project Keystone, with approval granted subject to all stated conditions."",""type"":""claim"",""unit"":""count"",""value"":""4 Approve, 1 Reject""}"
metric:ic_vote,metric,IC Vote,"{""id"":""metric:ic_vote"",""label"":""IC Vote"",""type"":""metric""}"
claim:0290,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""contradicts"",""epistemic"":""attested"",""id"":""claim:0290"",""locator"":""keystone_ic_memo.md::## Recorded dissent:Recorded dissent"",""statement"":""Firm entry multiple of 9.5x is characterized by dissenting IC member as providing inadequate return compensation relative to identified risks."",""type"":""claim"",""unit"":""x"",""value"":""9.5""}"
claim:0291,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0291"",""locator"":""keystone_ic_memo.md::## IC conditions:IC conditions, item 1"",""statement"":""IC memo condition: Enterprise Value shall not exceed $108.0m."",""type"":""claim"",""unit"":""$m"",""value"":""108.0""}"
claim:0292,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0292"",""locator"":""keystone_ic_memo.md::## IC conditions:IC conditions, item 3"",""statement"":""IC memo condition: Sponsor initial cash equity of at least $62.0m."",""type"":""claim"",""unit"":""$m"",""value"":""62.0""}"
claim:0293,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0293"",""locator"":""keystone_ic_memo.md::## IC conditions:IC conditions, item 4"",""statement"":""IC memo condition: First-lien debt no greater than $42.8m."",""type"":""claim"",""unit"":""$m"",""value"":""42.8""}"
claim:0294,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0294"",""locator"":""keystone_ic_memo.md::## IC conditions:IC conditions, item 7"",""statement"":""IC memo condition: Normalized NWC target of $8.4m, with unsupported aged WIP excluded."",""type"":""claim"",""unit"":""$m"",""value"":""8.4""}"
claim:0295,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0295"",""locator"":""keystone_ic_memo.md::## IC conditions:IC conditions, item 10"",""statement"":""IC memo condition: $4.0m board-designated integration and liquidity capacity preserved."",""type"":""claim"",""unit"":""$m"",""value"":""4.0""}"
